fecha_atraque,fecha_salida,id_buque,nombre_puerto
2020-06-26 02:36:49,2020-06-26 23:52:40,121,Antofagasta
2010-10-23 14:44:06,2010-10-24 05:51:32,228,Tocopilla
2013-09-11 18:48:09,2013-09-17 17:07:38,150,Taltal
2011-04-22 05:55:21,2011-04-27 05:26:19,125,Caleta Patillos
2017-11-26 06:22:33,2017-11-26 20:17:10,137,Chacabuco
2016-04-01 21:51:51,2016-04-02 17:30:28,157,Mejillones
2017-02-06 03:00:12,2017-02-17 21:10:18,150,Puerto Angamos
2021-04-09 13:05:24,,95,Port Williams
2020-04-22 09:49:54,2020-05-06 04:08:48,134,Lota
2017-09-27 04:33:41,2017-10-04 18:37:17,33,Punta Patache
2020-11-26 04:07:42,,121,Chacabuco
2021-02-17 20:47:53,,167,Penco
2012-09-08 21:18:11,2012-09-09 11:52:22,232,Guayacan
2013-11-10 08:06:04,2013-11-11 05:01:25,201,Cabo Negro
2020-10-05 12:48:12,,227,La Serena
2015-08-17 20:29:39,2015-08-18 12:09:27,89,Calderilla
2021-05-02 20:43:18,,2,Mejillones
2012-11-05 09:18:59,2012-11-06 02:35:04,220,Punta Patache
2014-05-11 17:37:37,2014-05-22 14:14:04,238,Caleta Patillos
2017-10-13 20:27:08,2017-10-14 18:43:35,106,Quintero
2011-03-24 13:15:12,2011-03-25 03:52:27,90,Antofagasta
2010-05-11 13:05:31,2010-05-20 12:04:09,50,Lota
2016-08-24 20:16:05,2016-09-07 14:11:17,117,Corral
2020-11-06 08:17:24,,31,Quintero
2011-11-12 19:45:13,2011-11-13 18:21:23,12,Quintero
2020-02-15 02:39:38,2020-02-16 01:59:24,72,Tocopilla
2011-11-11 12:25:48,2011-11-12 07:22:51,154,Isla Guarello
2015-11-23 14:07:02,2015-11-24 13:11:37,97,Port Williams
2020-12-12 06:05:23,,90,Caleta Patillos
2012-05-16 20:10:25,2012-05-17 15:33:07,46,Mejillones
2021-02-22 12:24:38,,153,nombre
2020-10-05 00:09:48,,184,Antofagasta
2014-12-29 01:14:48,2014-12-29 22:02:26,237,Talcahuano
2019-09-18 15:32:57,2019-09-19 12:24:29,49,Quintero
2011-05-01 11:59:02,2011-05-12 07:01:16,22,nombre
2021-02-17 20:04:29,,27,Mejillones
2015-04-18 04:40:22,2015-05-01 04:36:05,244,Puerto Angamos
2016-02-24 06:52:22,2016-02-24 22:44:24,18,Lota
2019-09-05 14:26:48,2019-09-06 08:01:07,229,Cruz Grande
2021-04-10 01:14:24,,113,Iquique
2020-04-07 23:21:02,2020-04-15 20:02:38,83,Puerto Angamos
2020-01-03 05:20:39,2020-01-12 21:10:53,107,Quintero
2017-04-11 01:34:11,2017-04-11 19:44:46,167,Barquito
2014-06-04 23:01:19,2014-06-13 22:03:30,120,Cruz Grande
2016-02-17 05:29:33,2016-02-17 22:44:42,231,Isla de Pascua
2021-07-07 04:10:59,,113,Mejillones
2010-04-09 03:10:59,2010-04-09 21:36:07,173,La Serena
2020-05-11 05:56:41,2020-05-19 03:29:05,113,San Antonio
2017-02-07 07:58:45,2017-02-08 07:25:22,176,Valdivia
2017-08-16 00:48:00,2017-08-20 21:04:54,115,nombre
2013-09-28 05:28:44,2013-10-08 01:55:15,166,Cabo Negro
2021-02-05 06:36:21,,105,Castro
2011-01-20 11:09:52,2011-01-21 03:49:07,38,Huasco
2014-10-18 16:28:55,2014-10-25 14:37:30,68,Talcahuano
2010-11-01 03:48:44,2010-11-16 01:29:47,172,Guayacan
2020-09-28 00:55:22,,109,Cabo Negro
2020-12-26 01:41:59,,158,nombre
2021-08-30 23:05:53,,31,Calderilla
2020-05-06 04:15:58,2020-05-18 20:14:28,20,Quellon
2014-11-06 13:03:28,2014-11-07 05:33:59,90,Caleta Patillos
2019-06-02 04:32:37,2019-06-02 23:37:19,60,Isla de Pascua
2021-08-25 20:21:18,,205,Arica
2018-05-09 13:00:52,2018-05-10 05:54:57,219,Lota
2019-06-25 07:43:17,2019-07-08 01:38:10,168,Coronel
2010-10-30 22:46:07,2010-10-31 21:01:54,218,Mejillones
2021-08-26 07:10:36,,170,Caleta Patillos
2021-07-19 09:29:37,,188,Guayacan
2015-06-27 16:59:57,2015-07-06 08:21:17,248,San Antonio
2020-09-11 01:25:05,,61,Mejillones
2020-11-20 22:55:06,,137,Lota
2016-05-31 20:40:27,2016-06-01 20:17:13,79,Arica
2016-03-11 12:46:57,2016-03-12 06:59:24,96,Ancud
2013-08-03 15:08:45,2013-08-07 13:42:00,221,La Serena
2021-04-30 19:32:56,,157,Chacabuco
2013-08-08 13:53:47,2013-08-09 04:59:30,76,Quemchi
2013-06-01 04:25:58,2013-06-02 01:58:32,87,Quintero
2011-08-28 09:06:19,2011-09-06 03:18:10,95,Calderilla
2021-08-21 12:59:05,,232,Penco
2020-01-27 12:15:10,2020-01-28 05:48:14,162,La Serena
2017-03-13 03:39:35,2017-03-18 20:50:04,224,Cruz Grande
2011-03-16 06:25:08,2011-03-16 23:37:31,7,Puerto Natales
2018-02-13 21:11:18,2018-02-14 19:17:46,115,Tocopilla
2016-03-05 14:04:19,2016-03-06 09:56:11,142,Calderilla
2018-07-12 02:12:58,2018-07-12 17:52:41,172,Chacabuco
2021-08-14 23:55:17,,40,Port Williams
2011-03-11 16:36:01,2011-03-21 07:21:29,225,Penco
2017-12-16 11:18:16,2017-12-17 07:50:44,66,Antofagasta
2012-05-28 04:12:50,2012-05-29 01:37:46,225,Puerto Angamos
2018-10-26 15:00:03,2018-10-27 09:10:54,84,Penco
2018-12-17 08:24:34,2018-12-18 01:25:50,34,Puerto Chacabuco
2021-08-17 21:40:15,,87,Barquito
2012-03-02 00:30:27,2012-03-02 15:16:17,230,Quintero
2017-07-27 00:42:30,2017-07-27 18:01:24,143,Chacabuco
2010-08-24 15:22:43,2010-08-25 11:13:13,146,Caldera
2020-11-06 19:02:59,,191,Penco
2020-04-09 10:55:59,2020-04-10 07:41:26,85,Taltal
2017-02-15 15:26:49,2017-02-16 12:44:13,243,Taltal
2015-12-11 19:23:14,2015-12-12 17:54:36,244,Ancud
2014-02-23 00:48:07,2014-02-23 23:25:15,187,Mejillones
2021-01-28 17:32:29,,227,Taltal
2015-11-27 17:22:07,2015-12-03 09:04:13,34,La Serena
2013-04-09 10:54:58,2013-04-23 10:10:16,201,Puerto Montt
2019-09-14 22:39:09,2019-09-15 17:10:46,249,San Vicente
2021-07-04 22:26:56,,98,Guayacan
2021-08-10 02:53:54,,199,Punta Patache
2017-02-21 11:24:57,2017-02-22 07:23:03,0,Corral
2014-02-10 16:41:30,2014-02-11 15:33:13,224,Isla Guarello
2021-02-25 23:56:28,,121,Quintero
2021-07-17 08:15:30,,81,nombre
2020-09-20 07:06:13,,249,La Serena
2019-04-03 05:34:34,2019-04-04 05:10:29,84,La Serena
2020-11-19 07:20:07,,57,nombre
2011-11-26 15:57:21,2011-11-27 12:37:57,232,Puerto Montt
2015-01-28 18:16:28,2015-01-29 11:08:23,210,Chacabuco
2021-09-04 00:12:14,,33,Barquito
2021-08-28 16:30:02,,126,Cruz Grande
2020-09-17 01:03:48,,38,nombre
2010-03-17 21:01:08,2010-03-18 16:20:37,15,Cruz Grande
2020-11-14 09:17:09,,152,Arica
2011-11-01 03:22:38,2011-11-01 20:47:29,218,Caldera
2010-10-15 06:52:13,2010-10-16 03:57:53,159,Quintero
2010-12-17 02:19:14,2010-12-17 18:02:56,94,Iquique
2017-05-05 00:49:56,2017-05-16 15:40:46,183,nombre
2020-12-31 07:41:33,,99,Calderilla
2012-01-07 22:59:27,2012-01-08 13:28:07,203,Mejillones
2010-10-10 09:18:56,2010-10-11 00:44:48,171,Quellon
2013-03-31 22:13:10,2013-04-15 15:18:40,138,Chacabuco
2020-12-09 13:19:00,,183,Huasco
2011-06-17 14:16:00,2011-07-02 14:06:50,191,Caldera
2013-04-11 07:27:40,2013-04-11 23:18:29,136,Calderilla
2021-04-01 23:36:05,,234,Caldera
2015-08-13 13:42:43,2015-08-14 04:18:56,105,Puerto Angamos
2020-12-10 02:59:10,,234,Antofagasta
2011-01-26 20:26:34,2011-01-27 13:52:22,237,Valdivia
2021-07-08 05:07:37,,74,Quellon
2021-02-01 08:37:44,,14,La Serena
2016-09-14 19:32:09,2016-09-15 17:15:27,225,Chacabuco
2021-07-07 12:44:23,,236,Barquito
2011-07-31 23:05:51,2011-08-01 17:45:27,185,Calderilla
2013-05-02 02:30:12,2013-05-02 21:22:22,43,Arica
2018-01-31 08:22:56,2018-02-01 02:11:34,172,Arica
2018-12-29 16:46:27,2018-12-30 14:48:07,236,Cabo Negro
2021-07-08 22:43:04,,145,Lirquen
2021-06-09 18:51:26,,62,Mejillones
2019-07-17 10:34:52,2019-07-18 08:49:17,171,Barquito
2013-06-10 02:55:51,2013-06-24 23:23:40,10,Puerto Montt
2017-01-17 23:35:43,2017-01-21 19:35:34,128,nombre
2020-06-26 17:04:15,2020-07-11 13:40:16,91,Cruz Grande
2020-11-11 15:25:27,,204,Puerto Natales
2014-10-27 04:15:48,2014-10-28 02:45:18,15,Cruz Grande
2010-11-16 20:32:30,2010-11-17 19:41:30,27,Punta Arenas
2010-12-31 13:06:02,2011-01-07 06:01:22,179,Ancud
2012-11-27 02:59:57,2012-12-03 17:42:50,138,Huasco
2021-01-15 16:42:00,,135,Taltal
2011-03-03 21:17:50,2011-03-04 19:41:08,17,La Serena
2011-03-04 02:02:06,2011-03-04 23:10:31,0,Punta Patache
2020-06-30 15:19:36,2020-07-06 11:41:06,152,Quintero
2020-11-26 01:50:22,,175,La Serena
2010-08-24 05:00:58,2010-08-24 21:32:24,67,Quintero
2021-06-13 22:33:59,,142,Quellon
2018-07-29 23:05:46,2018-08-06 18:21:44,48,Caleta Patillos
2020-07-27 04:01:36,2020-07-27 19:48:24,7,Quintero
2016-04-27 13:11:29,2016-05-03 09:37:31,20,Punta Arenas
2018-09-23 11:20:23,2018-10-03 10:03:39,249,Chacabuco
2020-10-22 15:52:56,,200,Puerto Montt
2020-12-03 11:38:45,,105,Chacabuco
2011-03-22 06:00:07,2011-03-23 01:52:21,248,Iquique
2015-05-06 03:50:50,2015-05-15 22:32:20,60,Coronel
2017-05-19 22:40:51,2017-05-20 16:05:27,49,Calderilla
2015-09-08 19:02:14,2015-09-17 17:56:33,56,Talcahuano
2017-03-20 18:08:51,2017-03-21 10:14:11,73,Calderilla
2014-08-07 16:57:10,2014-08-08 14:14:45,165,San Vicente
2021-04-02 16:19:54,,225,Lirquen
2021-02-05 13:21:00,,219,Caldera
2020-12-19 01:51:44,,152,Caleta Patillos
2011-09-05 08:06:36,2011-09-13 02:00:36,47,San Vicente
2021-02-25 14:34:53,,106,Port Williams
2010-01-30 00:47:35,2010-02-07 15:15:26,228,La Serena
2013-07-28 16:07:22,2013-07-29 14:18:04,200,La Serena
2011-02-25 02:10:31,2011-02-26 00:17:42,66,Chacabuco
2020-07-31 19:48:10,2020-08-01 15:30:33,102,Port Williams
2017-04-22 15:49:59,2017-04-23 09:33:31,209,Puerto Montt
2019-01-01 02:45:04,2019-01-01 18:01:58,28,Puerto Natales
2015-05-19 04:47:56,2015-05-20 02:50:55,101,Corral
2019-08-16 20:05:07,2019-08-17 14:16:02,46,Quellon
2020-12-10 21:07:04,,244,Taltal
2012-05-30 19:26:13,2012-05-31 11:32:37,221,Quintero
2011-08-05 13:39:31,2011-08-06 11:05:24,234,Caldera
2013-06-19 05:05:59,2013-06-19 23:02:57,148,Quellon
2013-01-11 15:15:49,2013-01-18 08:24:13,146,Ancud
2021-07-18 21:21:36,,164,Puerto Natales
2016-12-29 17:00:50,2016-12-30 07:03:37,20,Chacabuco
2010-12-15 19:17:21,2010-12-16 14:44:31,186,Tocopilla
2021-05-17 14:57:22,,65,Quellon
2019-12-21 22:50:57,2019-12-22 22:09:23,196,Tocopilla
2016-08-08 21:12:33,2016-08-09 19:47:55,146,Cabo Negro
2014-06-08 12:23:31,2014-06-09 09:58:30,3,Barquito
2014-04-05 11:29:55,2014-04-06 05:35:38,127,Puerto Montt
2021-05-18 14:56:49,,199,Mejillones
2020-12-07 04:22:22,,47,Caldera
2012-06-08 21:05:11,2012-06-09 14:12:59,58,Puerto Natales
2021-04-06 00:21:38,,99,Corral
2021-06-02 13:07:11,,186,Antofagasta
2021-05-26 21:00:42,,7,Coronel
2018-10-11 04:54:28,2018-10-11 19:36:55,174,Ancud
2019-12-27 20:24:43,2019-12-28 12:42:01,178,Caleta Patillos
2021-06-30 03:51:12,,72,Cabo Negro
2021-04-11 16:01:26,,103,Calderilla
2020-09-11 18:03:29,,31,Coronel
2014-05-03 12:10:48,2014-05-12 04:34:28,38,Isla Guarello
2017-03-08 17:47:08,2017-03-09 13:32:15,180,La Serena
2012-05-24 13:19:47,2012-06-04 08:21:47,135,Port Williams
2014-07-01 08:53:57,2014-07-02 06:19:10,141,Taltal
2019-04-29 01:13:30,2019-04-29 21:02:46,218,Mejillones
2017-02-12 01:20:01,2017-02-26 18:42:12,57,Lirquen
2013-09-15 21:11:56,2013-09-16 15:06:51,143,Quellon
2017-03-02 11:32:05,2017-03-03 06:36:44,157,Quintero
2018-10-08 01:43:35,2018-10-08 18:29:14,52,Chacabuco
2013-03-09 14:02:05,2013-03-10 11:51:38,104,Mejillones
2020-11-21 03:49:49,,150,Quemchi
2018-07-27 06:46:22,2018-08-06 23:44:11,122,Quintero
2018-12-25 22:12:53,2019-01-07 14:50:54,178,Punta Arenas
2012-12-20 23:03:27,2012-12-21 22:01:56,176,Barquito
2017-08-05 05:38:57,2017-08-05 19:36:42,189,Guayacan
2020-10-17 21:47:40,,47,Valdivia
2021-05-05 05:11:36,,226,Antofagasta
2015-06-17 22:38:12,2015-06-25 15:51:56,39,Quellon
2013-10-17 17:36:32,2013-10-18 11:40:54,209,Balmaceda
2010-12-17 10:28:04,2010-12-18 02:01:47,36,Ancud
2021-04-30 02:43:38,,58,Tocopilla
2016-08-17 06:32:12,2016-08-18 03:31:46,35,Mejillones
2020-12-29 02:49:07,,202,Huasco
2021-06-22 18:14:59,,157,Lirquen
2010-06-15 06:57:36,2010-06-15 22:54:35,90,Caldera
2014-06-14 17:59:20,2014-06-20 09:29:04,31,Cabo Negro
2015-10-04 05:37:15,2015-10-14 04:12:50,16,Calderilla
2021-08-24 16:17:28,,248,Corral
2012-01-30 17:41:19,2012-01-31 10:09:29,158,Puerto Montt
2020-10-25 01:00:16,,44,Guayacan
2014-12-27 01:19:40,2014-12-27 16:20:07,24,Iquique
2012-02-01 16:00:51,2012-02-08 13:07:44,171,Cruz Grande
2016-03-27 11:33:13,2016-04-03 07:04:38,128,Puerto Montt
2018-07-01 13:26:15,2018-07-02 06:30:35,186,Cruz Grande
2020-12-07 09:39:30,,237,Lota
2014-03-13 17:17:39,2014-03-14 08:08:50,191,Cabo Negro
2013-10-22 04:52:19,2013-10-23 00:42:04,185,Caldera
2017-08-25 02:24:02,2017-08-25 22:28:03,63,Tocopilla
2011-05-11 11:56:12,2011-05-25 05:46:30,70,Caleta Coloso
2014-10-06 07:07:24,2014-10-06 21:30:22,197,Chacabuco
2018-11-01 23:11:19,2018-11-02 16:44:20,73,nombre
2019-07-13 17:35:12,2019-07-24 11:49:01,3,Arica
2020-12-02 17:01:05,,143,Puerto Chacabuco
2020-11-09 07:12:28,,231,Valdivia
2021-07-28 06:47:43,,22,Puerto Montt
2021-01-08 17:15:02,,77,Puerto Angamos
2020-11-18 13:16:56,,175,Puerto Montt
2019-08-02 19:14:01,2019-08-03 12:27:29,83,Corral
2019-01-17 08:45:59,2019-01-18 05:33:17,219,Iquique
2012-11-04 17:31:26,2012-11-05 10:31:42,35,Puerto Montt
2014-07-19 18:11:01,2014-07-20 16:16:19,222,Arica
2012-07-19 01:41:47,2012-08-02 16:09:23,78,Puerto Angamos
2020-07-15 03:32:51,2020-07-24 18:25:05,160,Quintero
2017-08-13 05:59:37,2017-08-13 20:42:16,119,Caldera
2021-04-07 19:57:46,,39,Arica
2020-11-28 20:50:03,,14,Mejillones
2010-11-10 06:32:49,2010-11-15 23:44:09,160,Chacabuco
2021-04-03 01:49:47,,243,Puerto Angamos
2015-01-15 19:06:23,2015-01-16 10:54:23,91,Barquito
2021-03-16 14:54:25,,194,Calderilla
2020-08-06 07:17:14,2020-08-07 02:16:13,232,Cabo Negro
2021-07-09 01:26:55,,155,Tocopilla
2020-09-17 20:34:36,,148,Taltal
2017-06-05 17:58:59,2017-06-06 12:24:31,110,Antofagasta
2017-12-07 06:39:23,2017-12-19 23:14:29,193,Arica
2021-02-24 21:31:19,,28,Antofagasta
2014-03-22 19:05:39,2014-03-23 13:48:16,101,Isla Guarello
2017-05-30 03:38:16,2017-06-12 18:38:29,135,Coronel
2013-07-24 00:33:44,2013-07-24 17:29:13,80,Huasco
2021-08-16 23:53:29,,67,Arica
2019-04-11 20:43:12,2019-04-20 17:52:59,121,valparaiso
2010-09-14 12:54:33,2010-09-29 06:00:04,20,valparaiso
2019-03-07 01:50:08,2019-03-18 18:16:06,194,San Antonio
2015-06-16 13:31:45,2015-06-28 11:07:19,170,Lota
2011-08-25 20:48:53,2011-09-04 13:12:21,82,Huasco
2021-02-02 03:02:08,,50,Puerto Angamos
2016-12-23 15:19:51,2016-12-24 11:54:57,56,Guayacan
2021-07-22 17:00:32,,155,Port Williams
2013-05-26 12:29:53,2013-05-27 09:45:49,206,nombre
2021-07-08 01:12:54,,149,Quintero
2013-09-05 14:23:50,2013-09-06 13:17:17,99,Isla de Pascua
2013-02-04 01:35:43,2013-02-04 19:25:14,73,Antofagasta
2016-02-11 09:24:29,2016-02-24 05:19:45,9,Mejillones
2018-11-27 18:54:41,2018-12-09 10:29:06,130,Quintero
2015-04-14 00:14:04,2015-04-14 20:37:34,116,Puerto Natales
2013-09-15 03:57:09,2013-09-16 01:03:35,70,Arica
